"Time","Condition","RatID","X288.2893_5.38","X244.2632_5.39","X460.2689_5.93","X244.2632_5.49","X171.0991_2.1","X192.1595_0.39","X437.1931_5.94","X132.102_0.47","X391.284_9.14","X496.3397_6.81","X104.1073_0.28","X166.0863_0.63","X226.9513_0.25","X116.0708_0.3","X162.1124_0.3","X148.0604_0.3","X140.0682_0.29","X175.119_0.3","X114.0664_0.29","X86.0969_0.45","X120.081_0.63","X90.0554_0.3","X182.0812_0.45","X415.2111_5.94","X304.2842_5.53","X203.0527_0.29","X156.0421_0.28","X136.0482_0.29","X249.1476_8.55","X147.0764_0.3","X304.2841_5.47","X288.2893_5.47","X130.05_0.29","X272.2945_6.05","X120.0657_0.3","X173.0784_0.54","X524.3712_7.63","X362.9259_0.25","X294.9385_0.25","X132.0769_0.3","X316.3206_5.96","X432.2377_5.94","X106.0502_0.29","X204.123_0.39","X272.2945_5.96","X130.05_0.42","X225.0346_0.3","X255.6452_7.9","X177.1346_0.28","X230.9823_0.4","X412.2092_3.2","X250.1452_8.56","X343.295_5.34","X242.9252_0.25","X158.9641_0.25","X80.9484_0.29","X430.9134_0.25","X205.0972_1.13","X184.0944_0.28","X520.3399_6.55","X82.9454_0.29","X518.3217_6.81","X522.3555_6.98","X188.0706_1.13","X244.1904_4.84","X271.0398_0.27","X144.1019_0.32","X149.0598_3.9","X192.0244_0.28","X453.1671_5.94","X169.0356_0.41","X637.3049_8.35","X123.0554_0.41","X544.3403_6.54","X150.0583_0.4","X195.1228_0.71","X286.2737_5.6","X507.2717_7.58","X136.0757_0.43","X165.0546_0.45","X226.18_4.84","X197.101_0.26","X288.1598_6.8","X76.0399_0.68","X102.0917_0.32","X83.0221_0.29","X104.071_0.3","X216.9226_0.27","X303.2314_6.87","X991.6712_6.81","X103.0546_0.63","X546.3532_7.64","X542.3219_6.56","X256.8205_0.3","X218.1386_0.52","X482.3603_7.11","X544.3376_6.98","X254.8234_0.3","X221.1858_0.29","X229.1544_0.53","X229.1545_0.42","X198.8622_0.3","X196.8652_0.3","X518.3217_6.7","X468.3083_6.12","X494.324_6.31","X480.3447_7.05","X160.1332_0.33","X478.2927_6.32","X76.0763_0.3","X266.8493_0.28","X96.9222_0.28","X153.0658_0.57","X510.3555_7.2","X546.3555_6.81","X454.2925_6.51","X502.2927_6.34","X482.324_6.45","X566.3211_6.53","X135.0029_0.38","X524.2994_6.81","X508.3762_7.28","X134.0189_0.27","X219.0828_0.26","X306.1515_6.82","X146.1176_0.31","X568.3395_6.54","X261.1442_1.23","X482.3241_7.15","X219.0265_0.28","X320.1672_7.63","X446.8874_0.25","X279.6466_6.55","X317.6594_6.82","X480.3084_6.68","X191.0767_0.25","X279.2316_6.66","X288.633_6.54","X331.6752_7.63","X146.0601_1.13","X137.0458_0.44","X169.0583_0.29","X106.9509_0.25","X107.0495_0.63","X174.938_0.25","X332.3155_6.09","X289.6408_6.98","X167.0835_0.63","X510.3555_7.11","X95.0496_0.63","X515.3131_6.81","X337.1669_8.03","X232.1542_0.88","X178.0587_0.28","X159.0917_1.14","X526.2929_6.35","X297.165_6.82","X98.9191_0.28","X135.0029_0.27","X164.93_0.31","X113.0348_0.43","X1013.6534_6.82","X296.1458_6.81","X552.3311_7.63","X174.1237_0.48","X570.3552_6.73","X142.9481_0.35","X176.103_0.3","X522.7955_6.81","X320.9665_0.3","X288.1599_6.7","X311.1616_7.63","X297.146_6.81","X383.1156_0.29","X276.6519_6.82","X118.0653_1.14","X316.3206_6.02","X400.3417_6.6","X130.0652_1.14","X235.132_7.91","X304.6469_6.82","X426.3574_6.75","X548.3714_7.22","X344.2274_2.68","X388.2537_2.91","X432.28_3.08","X476.3063_3.21","X280.0917_0.27","X203.0151_0.29","X514.8752_0.25","X209.092_0.65","X191.0403_0.28","X287.1286_6.55","X300.6329_6.54","X131.0493_0.63","X295.6416_6.8","X269.6609_8.46","X200.0684_0.28","X310.154_6.98","X332.3154_6.03","X536.3348_5.44","X771.9642_6.82","X211.0965_3.9","X128.0707_0.67","X180.0655_1.98","X146.0812_0.68","X284.9098_0.27","X287.6322_6.55","X159.0277_0.42","X280.6544_6.98","X291.6465_6.53","X294.1544_0.47","X168.0903_0.64","X1047.735_7.63","X91.0546_0.63","X189.1598_0.26","X424.3418_6.43","X133.0992_0.47","X217.1223_6.07","X504.3424_7.11","X299.2577_7.36","X87.0445_0.46","X550.3871_7.77","X118.0613_0.3","X190.0863_4.18","X353.2312_5.31","X415.2111_6.15","X1039.672_6.55","X616.1758_5.87","X101.0601_3.25","X143.0703_3.92","X401.3411_9","X137.0458_0.52","X158.1176_0.39","X820.8678_3.17","X269.0877_0.51","X153.0407_0.46","X401.3411_8.98","X552.3298_4.96","X552.3299_5.02","X139.0502_0.4","X148.0038_0.29","X169.9858_0.28","X570.34_4.2","X296.0656_0.27","X385.3462_9.43","X258.8991_0.25","X365.105_0.3","X295.2264_6.88","X550.3141_5.24","X154.0586_0.29","X367.3356_8.79","X133.0318_0.39","X550.3141_5.29","X385.3462_8.79","X215.0162_0.4","X122.9247_0.25","X704.042_4.33","X267.1336_0.5","X73.029_0.46","X311.2213_6.41","X603.8957_4.33","X335.2189_6","X174.1125_3.01","X604.0389_4.33","X220.1178_0.74","X603.7525_4.33","X293.2108_6.38","X138.055_0.31","X260.1853_3.17","X284.0986_0.51","X614.1805_5.86","X304.6469_4.2","X249.1555_0.31","X534.3191_5.54","X560.2299_3.18","X420.4241_3.18","X536.3348_5.5","X170.0326_0.29","X248.149_0.44","X770.3433_3.22","X258.1098_0.31","X175.0866_0.54","X295.2263_4.84","X291.0697_0.5","X262.1646_0.54","X311.2213_6.24","X247.2013_0.31","X295.2264_6.01","X657.2026_5.86","X250.0932_0.66","X112.896_0.27","X237.9731_0.27","X105.0338_1.98","X385.3462_9.33","X155.0597_3.71","X335.219_5.76","X177.0612_0.29","X335.2189_5.85","X669.709_4.12","X205.0682_0.28","X538.387_8.16","X530.8492_0.25","X669.8761_4.12","X293.2107_6.24","X190.912_0.25","X185.9597_0.28","X219.1701_0.32","X194.0812_2.49","X665.3555_4.42","X403.3568_9.43","X328.1386_0.62","X592.3224_4.2","X351.2148_5.18","X565.2182_3.18","X714.2799_4.47","X684.1627_5.86","X198.0848_0.29","X277.2159_6.01","X206.0811_3.53","X474.2872_3.89","X652.3004_4.46","X180.9039_0.28","X348.0791_0.27","X665.4987_4.42","X203.1502_0.3","X353.2294_4.84","X104.0532_0.39","X681.8582_4.46","X202.1186_0.43","X297.1462_6.7","X131.0492_3.53","X133.0608_0.39","X734.8107_0.25","X222.8885_0.31","X249.1476_8.46","X422.1282_3.98","X645.8436_3.85","X137.071_0.29","X603.6092_4.33","X245.0766_0.44","X164.0649_3.71","X534.3191_5.64","X297.2421_7.16","X276.1438_0.5","X310.0563_0.29","X236.9979_0.4","X241.1544_0.44","X211.1328_5.1","X659.5208_4.09","X625.1213_4.46","X311.1234_0.68","X311.2212_5.1","X659.3776_4.09","X185.0323_0.3","X731.5537_4.38","X373.2732_5.46","X195.1228_0.77","X124.0394_0.4","X704.3763_4.33","X305.9603_0.27","X646.0106_3.85","X546.3533_7.5","X428.2042_3.12","X381.079_0.29","X714.3753_4.46","X681.9038_4.47","X277.2159_6.86","X553.7248_3.84","X207.0142_0.28","X775.0106_3.84","X195.138_4.84","X349.1981_5.57","X147.0623_3.98","X283.0499_3.71","X156.0676_3.97","X246.1698_1.92","X146.0601_3.49","X86.0969_0.48","X160.0968_1.28","X136.0757_0.46","X559.2906_3.2","X157.0835_1.05","X288.1915_1.18","X130.0976_0.38","X599.3385_3.37","X171.099_2.22","X147.0441_0.45","X302.2686_6.14","X149.1173_2.1","X211.1328_5.15","X174.1125_2.77","X523.2975_6.8","X335.2189_6.07","X221.0919_0.52","X714.3276_4.47","X652.344_4.46","X311.2212_5.17","X352.2478_6.43","X516.3061_6.31","X714.4229_4.47","X318.1674_2.95","X652.2568_4.46","X681.9948_4.46","X652.4312_4.46","X652.3876_4.47","X845.0499_4.33","X620.9239_4.05","X520.275_2.37","X351.2142_5.1","X845.2503_4.33","X681.9491_4.46","X625.2049_4.46","X625.1631_4.46","X682.0404_4.46","X550.3141_5.13","X627.1898_4.38","X332.0382_0.3","X709.9345_2.97","X844.8492_4.33","X539.3135_6.56","X300.1987_5.09","X650.4387_8.22","X217.1222_6.01","X627.333_4.38","X303.6465_6.54","X574.3233_4.12","X144.0655_0.56","X590.3212_6.53","X627.0465_4.38","X776.0795_4.43","X710.0777_2.97","X280.1388_0.4","X178.9927_0.35","X295.1286_1.71","X536.335_5.78","X290.6382_6.99","X431.1335_4.17","X258.1091_0.46","X113.0348_0.47","X233.1493_0.61","X548.3_6.56","X534.3191_5.73","X373.1981_5.87","X468.2356_4","X612.9211_4.04","X224.8649_0.28","X193.1547_0.31","X192.0656_0.65","X257.147_0.29","X669.5417_4.12","X293.2108_5.62","X127.0503_0.67","X120.1021_0.29","X246.1698_2.05","X146.9803_11.15","X268.1036_0.52","X112.0508_0.39","X166.0532_0.31","X599.6151_2.9","X161.0835_3.89","X233.9819_0.4","X129.0547_3.25","X175.0965_3.92","X129.1023_0.33","X148.0519_3.92","X186.1125_2.91","X298.0964_1.32","X166.0837_0.31","X155.0426_0.38","X262.1281_0.42","X344.1335_0.44","X152.0566_0.52","X175.1077_0.34","X160.1332_0.39","X247.1286_0.58","X161.0809_3.25","X183.0782_3.72","X514.2874_2.69","X317.4943_2.57","X146.0924_0.38","X244.0788_0.3","X553.8673_3.84","X240.1018_0.74","X485.2897_7.59","X456.2356_3.86","X300.1733_3.37","X138.055_0.44","X361.1391_3.88","X530.8295_4.24","X380.2556_5.92","X353.3355_5.52","X542.3219_6.45","X558.3161_5.5","X538.3506_5.71","X377.2295_5.68","X538.3506_6.06","X556.3004_5.54","X576.3292_5.15","X556.3004_5.64","X558.3161_5.44","X532.3375_7.19","X184.0729_6.69","X354.2634_5.98","X113.0001_0.36","X183.1016_3.81","X538.3507_5.56","X311.1618_7.5","X351.2157_5.5","X565.9322_2.94","X542.3244_6.23","X208.0968_3.12","X348.0699_0.38","X316.1362_0.46","X898.9181_2.91","X459.4496_2.91","X577.7644_3.08","X527.5904_2.85","X359.3153_8.57","X279.6467_6.46","X809.1594_3.73","X463.1908_2.91","X250.1452_8.47","X655.3503_4.42","X341.3046_8.56","X612.7779_4.04","X144.0808_1.21","X239.1639_6.52","X132.0809_1.14","X724.2434_4.05","X508.3398_6.64","X771.291_3.26","X269.6526_0.69","X73.0654_2.1","X431.1335_4.24","X828.0895_2.97","X1043.7035_6.98","X288.1598_6.83","X510.3919_8.14","X237.0868_0.7","X452.2405_4.2","X666.4336_7.58","X440.2406_4.04","X234.587_3.2","X434.1912_3.19","X136.0617_0.49","X694.4645_8.54","X645.6765_3.84","X554.0104_3.84","X774.8104_3.84","X347.1234_2.93","X655.2073_4.42","X176.0706_0.55","X538.3506_6.11","X415.3568_9.24","X288.1363_6.98","X225.1484_5.08","X351.2161_5.97","X186.1126_3.12","X165.0911_3.78","X191.0816_0.97","X268.1036_0.47","X164.93_0.35"
7,"infected","1",0.003471947,0.004008521,NA,0.002086224,NA,NA,0.009942395,0.080170422,NA,0.029227484,0.124674475,0.035035106,0.022820163,0.026008042,0.023830184,0.008616742,0.011709932,0.006659826,0.004355716,0.02228359,0.009184879,0.011615242,0.015560637,0.003408821,0.000962739,0.006722953,0.011015542,0.00105941,NA,0.018022563,NA,0.001872857,0.007701411,NA,0.003535074,0.00137222,0.006754516,0.003111028,0.003187879,0.089008106,NA,0.001435052,0.003345695,0.047976,0.000967479,0.016349716,0.001853459,NA,0.001230679,0.002538444,0.002868651,NA,NA,0.011836184,0.007922353,0.010415842,0.002103719,0.0107946,0.001983649,0.006975458,0.003503511,0.003471947,0.001435857,0.003756016,0.00153131,0.000966563,0.015876269,NA,NA,0.000911382,0.001565092,NA,0.012309632,0.001440636,0.006722953,NA,NA,NA,NA,0.00134405,NA,NA,NA,NA,0.004134774,NA,NA,NA,NA,NA,NA,NA,0.000785028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007512032,NA,0.002751662,NA,0.003251005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000821071,NA,NA,NA,NA,NA,0.001731843,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004166337,0.002965297,NA,0.002242079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001189527,NA,NA,NA,NA,0.0011651,NA,0.002246136,0.002843301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000463889,NA,NA,NA,0.001182549,0.000596871,0.000859225,NA,0.002374818,NA,NA,NA,NA,NA,0.001705234,NA,NA,NA,NA,NA,NA,0.001938261,NA,NA,NA,NA,NA,NA,0.001386631,NA,NA,NA,0.001873514,NA,NA,NA,NA,NA,NA,NA,0.00056491,NA,NA,NA,NA,0.012057126,0.005365737,0.002356724,0.002143351,NA,0.005334174,0.001137774,NA,NA,NA,NA,NA,0.019001021,0.013919353,0.008806121,NA,0.000603822,NA,0.002180357,0.005144795,NA,NA,0.001911668,NA,NA,NA,NA,0.001174828,0.002092824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003377258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001482474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005176358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000640322,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001240349,NA,NA,NA,NA,NA,0.000601584,NA,NA,NA,NA,NA,NA,0.001166683,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000738982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000750608,0.002261925,NA,NA,NA,NA,NA,0.000916126,0.000968017,0.001149404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002142199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000911648,0.0007813,NA,NA,NA,NA,NA,0.000932568,0.000684189,NA,0.001280227,NA,NA,NA,NA,NA,0.001243114,NA,NA,0.000775761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00369289,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001137344,NA,NA,NA,NA,NA,NA,NA,0.000701046,0.000847187,0.002853481,0.000958419,NA,0.0053973,0.003408821,0.002016864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001881454,0.000725612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"infected","1",0.00360426,0.005690438,0.004097373,0.004221856,NA,NA,0.006347381,0.072018361,0.003307252,0.051389373,0.125726969,0.029539734,0.017333233,0.032896522,0.028929409,0.01458677,0.024901264,NA,0.004192222,0.018798013,0.007323901,0.013732315,0.013183022,0.004942905,NA,0.008117324,0.022398931,0.001667267,NA,0.03039419,0.002723859,0.00225046,0.014952965,NA,0.005982729,0.001480697,0.011840307,0.001800178,0.001937169,0.113520467,0.000780037,0.001728699,0.005487228,0.026243979,0.001503336,0.011962372,NA,NA,0.002403253,0.006469446,0.008849714,NA,0.001540625,0.009093844,0.00409128,0.003818201,NA,NA,0.003816053,NA,NA,0.002232435,NA,NA,0.002237837,NA,0.013549217,NA,NA,NA,NA,NA,0.009276941,NA,NA,NA,NA,NA,0.001508058,0.000975982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001075577,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003509714,0.00244466,NA,0.001334279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005357815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001704219,NA,NA,NA,0.001099249,NA,NA,NA,NA,NA,0.003955466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00130131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004629932,NA,NA,NA,0.005512899,NA,NA,NA,NA,NA,NA,0.011046884,0.020140728,0.006652544,NA,0.001422257,NA,0.001479268,0.007018739,NA,NA,0.002654325,NA,NA,NA,NA,NA,0.001482665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002702129,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002637377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003571505,NA,NA,NA,NA,NA,NA,NA,NA,0.005565746,0.002825703,0.002069984,0.002146035,0.004347836,0.002727011,0.002442414,0.001379473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"infected","2",0.000435993,0.001277338,NA,0.001062659,NA,0.00030311,0.002318529,0.040091235,0.000223626,0.147591559,0.069233859,0.027693544,0.010733932,0.005903662,0.013524754,0.001352475,0.0023883,0.005248893,0.001019724,0.011270628,0.007567422,0.002152153,0.006011002,0.00083188,0.000515959,0.005222058,0.001674493,0.000234275,0.000772843,0.004465316,NA,0.000606467,NA,0.000251789,0.000821146,NA,0.110559495,0.001942842,0.001712062,0.007138065,0.000195436,0.000397129,0.000255882,0.022326578,0.000490408,0.004213068,0.000493109,NA,0.000172113,NA,0.001105595,NA,NA,0.003907151,0.003155776,0.006011002,0.001443714,0.015027504,0.000547431,0.027210517,0.00208775,0.007728431,0.024634373,0.006172011,0.000314768,0.000274625,0.006547698,0.001518851,NA,NA,NA,NA,0.002619079,0.004916141,0.00341339,0.000136394,NA,NA,0.000622568,0.000568898,0.000153267,0.000353559,0.000611834,NA,0.000371649,0.000235734,0.00051749,0.001051925,0.000177551,0.00401449,0.000660137,0.008479806,0.002656648,NA,0.000982155,0.001352475,0.002613712,0.000361271,0.000912384,0.000627935,0.000568898,0.000380922,0.00039142,0.001835502,0.000248389,0.002017979,NA,NA,0.000432341,0.001411512,NA,0.001712062,0.00155642,0.0035905,0.001497383,0.000676238,0.000404579,0.000517953,0.000446169,0.000146879,0.001041191,0.000617201,NA,0.000147948,0.001470549,0.000821146,0.00107876,0.000379157,0.000522839,0.001293439,0.00228096,0.00077821,0.001089494,0.001116329,0.000525465,NA,0.000584999,NA,0.002146786,0.000183507,NA,0.001443714,0.000762109,NA,0.000574265,NA,0.000563531,NA,NA,NA,0.000542064,0.000326143,0.000966054,NA,NA,NA,0.000584999,0.000470408,0.000159146,0.001218301,0.000853348,0.000443776,0.000388433,NA,NA,NA,0.001862337,0.000649403,0.000377682,0.000184963,0.000302653,0.00095532,0.000530035,0.000127009,0.000308719,NA,0.000180883,0.000440297,NA,NA,0.000315174,0.000310712,0.000435053,0.000114791,NA,NA,NA,0.00125587,0.000199989,0.000395511,0.000885549,0.000998256,0.000257554,NA,NA,NA,NA,0.000288582,0.000260957,NA,0.001110962,0.000172894,0.000486663,NA,0.001239769,0.000180974,NA,0.000185295,NA,0.000245431,0.000147603,0.000805045,NA,0.001266604,NA,0.001030457,NA,NA,NA,NA,NA,NA,0.001057292,0.000120068,NA,NA,NA,0.000139523,0.089628329,0.000670871,NA,0.013256406,NA,0.003048437,0.002200456,NA,0.00143298,0.007406413,0.003053804,0.004980544,0.002651281,0.001438347,0.001551053,0.003633436,0.000495352,0.003096739,0.000536697,0.000912384,0.00173353,0.001035824,0.000189356,0.003391922,0.000451701,0.000885549,0.002753253,0.001395411,0.000416165,0.00014035,0.000443035,0.002876694,0.001325641,0.000525414,0.001357842,0.000949953,0.00044334,0.000256652,0.000425571,0.000966054,0.000982155,NA,NA,0.005474305,0.001073393,NA,0.001116329,0.000318449,0.000266936,0.00125587,NA,0.000426913,0.00012088,0.000783577,0.000502966,NA,NA,NA,0.000492282,0.000235552,0.004830269,0.003633436,NA,0.000524147,0.000129229,0.001760365,0.001416879,0.000234469,0.000735274,NA,0.001035824,0.000196106,0.000116001,0.001100228,NA,0.000266098,0.000409397,0.000173524,NA,0.000328559,0.000633302,0.00011665,0.000649403,NA,0.000928485,0.000617201,0.000198598,0.000218569,0.002178988,0.000316033,0.000751375,0.000379513,0.00035388,0.000794311,0.000297268,0.000114002,0.000100351,0.00038496,0.000259691,NA,0.000633302,0.000495273,0.000304517,0.000410693,NA,NA,NA,NA,0.000542064,0.000189444,0.000563531,0.000151301,NA,7.54e-05,0.001089494,0.000676238,NA,NA,0.000255949,0.000429907,NA,0.000157988,0.000519885,NA,0.000169365,NA,NA,0.000156511,NA,NA,0.001534952,0.000552797,9.25e-05,0.000214104,NA,8.43e-05,0.000109263,0.000475601,0.00090165,0.000359853,NA,NA,NA,0.000179932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00029518,NA,NA,0.001631558,NA,NA,0.000670871,0.00036708,NA,0.000261034,0.000686972,0.000348235,0.000976788,0.000735274,0.000456419,NA,NA,0.000177174,NA,0.000266454,NA,NA,NA,0.000713806,NA,0.000992889,0.000117509,NA,NA,NA,NA,NA,NA,0.000252945,0.000118233,NA,NA,NA,NA,8.2e-05,NA,NA,NA,NA,NA,0.000617201,NA,9.24e-05,0.0005359,0.000692339,NA,NA,0.000349197,0.000264338,NA,NA,0.000143167,0.000982155,NA,NA,NA,0.000250625,NA,0.000372693,NA,NA,NA,0.000448074,NA,0.000149188,NA,NA,0.000644036,0.000245289,0.000217095,NA,NA,NA,NA,NA,0.000171556,NA,NA,NA,0.007406413,NA,NA,NA,NA,NA,0.000960687,NA,NA,NA,NA,NA,NA,NA,NA,7.81e-05,NA,NA,0.000346229,0.000219552,0.000215261,0.00065477,0.000338935,0.000237344,0.000474379,0.000221968,0.00018726,0.000281343,0.00017644,0.000214124,0.000590366,0.000193316,0.000174805,0.000245215,0.000441905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
