"metabolite","AIC","Estimate","Std. Error","z value","Pr(>|z|)","qOrFDR"
"X244.2632_5.49","-1110.32586399151","-0.00111529000420038","0.000396807899824455","-2.81065473921707","0.00494408085231604",0.214292933612097
"X192.1595_0.39","-1484.57404585788","5.89255571190056e-05","3.92952761078416e-05","1.49955829187434","0.133728858395713",0.508113669336971
"X437.1931_5.94","-1272.28799657944","0.000101490953097274","0.000156155187027289","0.649936483246872","0.515733250769931",0.826668511753605
"X132.102_0.47","-527.121506769065","-0.0129717169147908","0.00502828947533848","-2.57974744262663","0.00988725959161555",0.325380724742257
"X391.284_9.14","-1108.09551046609","-0.000494052325244376","0.000172332147707335","-2.86686106926147","0.00414564958413172",0.214292933612097
"X104.1073_0.28","-559.39306820638","0.0124461686384758","0.0041661864783153","2.98742475961103","0.0028133853636312",0.18517190938809
"X166.0863_0.63","-577.669613170028","-0.00902772283051389","0.0042203475838038","-2.13909462461317","0.0324280056712802",0.443247049410218
"X116.0708_0.3","-1142.11167772472","-0.000879965641871848","0.00034836857438863","-2.52596160091692","0.0115382091856637",0.348197151243727
"X162.1124_0.3","-1175.05264107833","-0.000120205766512881","0.00034002090589761","-0.353524634597257","0.723695163801998",0.930522995097454
"X148.0604_0.3","-881.85938937821","-0.000742517213376458","0.00031213034264425","-2.37886905542772","0.0173658436176833",0.380996084218264
"X140.0682_0.29","-1275.75092938558","0.000302700442786046","0.000139145889697451","2.17541778233059","0.0295988231367303",0.443247049410218
"X175.119_0.3","-955.7668588524","-0.000893935719052617","0.000365807573080218","-2.44373212813882","0.014536214995285",0.348197151243727
"X86.0969_0.45","-245.451515813344","-0.00670398044418769","0.00396718464656395","-1.68985843650966","0.0910550409028486",0.466846103906915
"X120.081_0.63","-851.908259699678","-0.00250625634238674","0.0011715821129749","-2.13920673133426","0.0324189292759637",0.443247049410218
"X90.0554_0.3","-1443.18380153526","-5.85332734085033e-05","6.85036831342861e-05","-0.854454399097958","0.392853265580351",0.754444998090647
"X182.0812_0.45","-947.168759737699","-0.00169088717666716","0.000737318411962928","-2.29329303219973","0.0218311401177739",0.396861854044808
"X415.2111_5.94","-1229.11841430349","0.00011451856228408","0.000157093725815922","0.728982406453776","0.466012424539186",0.811040854246083
"X203.0527_0.29","-919.828180113822","0.000414413221021268","0.000207420216504352","1.99794035511757","0.045723126878166",0.443247049410218
"X147.0764_0.3","-903.844900462163","-0.000461906238862018","0.000137843000462005","-3.35095897008814","0.000805322334899787",0.0971755617445743
"X132.0769_0.3","-1242.87905174605","-0.00044612194909303","0.000212697842792214","-2.09744463430619","0.0359542334420831",0.443247049410218
"X432.2377_5.94","-944.375692370942","6.74038115598559e-05","9.94545934846506e-05","0.6777345238484","0.497940032526201",0.824295473481761
"X204.123_0.39","-1138.9301254495","0.000706508425547314","0.000403010181561567","1.75307835352885","0.0795885585957573",0.443247049410218
"X242.9252_0.25","-1206.97835860547","0.000162822500740224","0.000205680420905811","0.791628585857409","0.428577273872306",0.791555985417218
"X80.9484_0.29","-812.867298518744","0.000635862558286844","0.000376873090591831","1.68720604935816","0.0915637386115772",0.466846103906915
"X244.1904_4.84","-1466.57394274958","-0.00027007470226626","6.88501542650834e-05","-3.92264483862203","8.75822101572622e-05",0.0211365067179526
"X149.0598_3.9","-445.029385407166","0.00530931903128062","0.00986092774516074","0.538419829096321","0.590287239790291",0.874937389450012
"X286.2737_5.6","-1117.29713255439","3.40478715843055e-06","1.11257875938383e-05","0.306026618764158","0.759584378594745",0.930522995097454
"X136.0757_0.43","-455.615244182769","-0.000392754442858858","0.000171385740158503","-2.29164014751534","0.0219264167837842",0.396861854044808
"X141.091_1.49","-938.868183464357","0.00010586101310551","9.29331487866108e-05","1.13910928971732","0.254657573322431",0.635765803742897
"X226.18_4.84","-1597.460329672","-4.14997988998621e-05","1.95057578494168e-05","-2.12756659957731","0.033373033967207",0.443247049410218
"X115.0756_0.96","-1578.80046203787","4.88002494279816e-05","3.7984856329755e-05","1.28472907740747","0.198886973552367",0.598239198117948
"X83.0221_0.29","-1457.33825557753","-8.50069620021e-05","8.70375092221774e-05","-0.97667043510064","0.328732336371314",0.71031967635264
"X103.0546_0.63","-1287.04632814243","-0.000388541798348581","0.00012247493046","-3.17241901578772","0.00151174715594534",0.136813117613053
"X218.1386_0.52","-1285.87314045186","4.30731241882176e-05","3.71029095209946e-05","1.16090960909265","0.245678660695325",0.625190242445652
"X96.9222_0.28","-710.483060516855","0.00122824094913828","0.000633896304358403","1.93760547378713","0.0526713741499949",0.443247049410218
"X157.0835_0.83","-1102.39964598739","0.000211383917606076","0.000425501451642972","0.496787770734664","0.619338720000655",0.880945448488162
"X146.1176_0.31","-1143.62798792369","6.30384346151511e-05","2.57144681052407e-05","2.45147729119482","0.014227116333443",0.348197151243727
"X219.0265_0.28","-1139.80137149782","0.000443825101427225","0.00024541695354171","1.80845330781842","0.0705359776262806",0.443247049410218
"X185.1148_3.42","-591.972309088797","4.90304585504769e-05","2.44384582022814e-05","2.00628280821332","0.0448260831888229",0.443247049410218
"X98.9191_0.28","-885.769788417985","0.000331297698506019","0.000187877032305462","1.76337519515092","0.0778372305194322",0.443247049410218
"X113.0348_0.43","-1358.55889444187","9.30645600578699e-05","3.77805762501831e-05","2.46329117485122","0.0137668064076288",0.348197151243727
"X157.0835_0.73","-1243.11955367314","0.000106561003859787","0.000171974993267201","0.619630806987275","0.535500879589732",0.835566027635703
"X344.2274_2.68","-1309.31698228499","1.62533336567943e-05","0.000173196714400856","0.093843198544614","0.925233715600798",0.979315996936982
"X388.2537_2.91","-1320.11524538604","0.000127201593352387","0.000158398890834103","0.803045985250045","0.42194815596439",0.781305536875239
"X520.3328_3.33","-1448.01605690876","-1.01251518443315e-05","7.4043196270916e-05","-0.136746552745842","0.891231131366311",0.973988682728763
"X379.2484_3.75","-1499.80872381639","2.45025189439332e-05","2.8084289406133e-05","0.872463553896523","0.382955542534097",0.753423404333387
"X608.3851_3.52","-1508.35533261033","-2.33078465257877e-05","4.38035820258059e-05","-0.532099098928859","0.59465736144373",0.874937389450012
"X432.28_3.08","-1339.79538454745","0.000104062131447594","0.000152068439927984","0.684311166057046","0.493778697528121",0.824295473481761
